Id,ActivityMinute,value,logId,Date
1503960366,2016-05-01 02:02:30,3,11531996212,2016-05-01
1503960366,2016-05-01 02:03:30,3,11531996212,2016-05-01
1503960366,2016-05-01 02:04:30,3,11531996212,2016-05-01
1503960366,2016-05-01 02:05:30,2,11531996212,2016-05-01
1503960366,2016-05-01 02:06:30,2,11531996212,2016-05-01
1503960366,2016-05-01 02:07:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:08:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:09:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:10:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:11:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:12:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:13:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:14:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:15:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:16:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:17:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:18:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:19:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:20:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:21:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:22:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:23:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:24:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:25:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:26:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:27:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:28:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:29:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:30:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:31:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:32:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:33:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:34:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:35:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:36:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:37:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:38:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:39:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:40:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:41:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:42:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:43:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:44:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:45:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:46:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:47:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:48:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:49:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:50:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:51:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:52:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:53:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:54:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:55:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:56:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:57:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:58:30,1,11531996212,2016-05-01
1503960366,2016-05-01 02:59:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:00:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:01:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:02:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:03:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:04:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:05:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:06:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:07:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:08:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:09:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:10:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:11:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:12:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:13:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:14:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:15:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:16:30,1,11531996212,2016-05-01
1503960366,2016-05-01 03:17:30,1,11531996212,2016-05-01
