Id,ActivityMinute,value,logId,Date
1503960366,2016-04-23 02:23:00,2,11467122444,2016-04-23
1503960366,2016-04-23 02:24:00,2,11467122444,2016-04-23
1503960366,2016-04-23 02:25:00,2,11467122444,2016-04-23
1503960366,2016-04-23 02:26:00,2,11467122444,2016-04-23
1503960366,2016-04-23 02:27:00,3,11467122444,2016-04-23
1503960366,2016-04-23 02:28:00,2,11467122444,2016-04-23
1503960366,2016-04-23 02:29:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:30:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:31:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:32:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:33:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:34:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:35:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:36:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:37:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:38:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:39:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:40:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:41:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:42:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:43:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:44:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:45:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:46:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:47:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:48:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:49:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:50:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:51:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:52:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:53:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:54:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:55:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:56:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:57:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:58:00,1,11467122444,2016-04-23
1503960366,2016-04-23 02:59:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:00:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:01:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:02:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:03:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:04:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:05:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:06:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:07:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:08:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:09:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:10:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:11:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:12:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:13:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:14:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:15:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:16:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:17:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:18:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:19:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:20:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:21:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:22:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:23:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:24:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:25:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:26:00,1,11467122444,2016-04-23
1503960366,2016-04-23 03:27:00,1,11467122444,2016-04-23
