Id,ActivityMinute,value,logId,Date
1503960366,2016-05-07 02:41:00,2,11576325621,2016-05-07
1503960366,2016-05-07 02:42:00,2,11576325621,2016-05-07
1503960366,2016-05-07 02:43:00,2,11576325621,2016-05-07
1503960366,2016-05-07 02:44:00,2,11576325621,2016-05-07
1503960366,2016-05-07 02:45:00,3,11576325621,2016-05-07
1503960366,2016-05-07 02:46:00,3,11576325621,2016-05-07
1503960366,2016-05-07 02:47:00,2,11576325621,2016-05-07
1503960366,2016-05-07 02:48:00,1,11576325621,2016-05-07
1503960366,2016-05-07 02:49:00,1,11576325621,2016-05-07
1503960366,2016-05-07 02:50:00,1,11576325621,2016-05-07
1503960366,2016-05-07 02:51:00,1,11576325621,2016-05-07
1503960366,2016-05-07 02:52:00,1,11576325621,2016-05-07
1503960366,2016-05-07 02:53:00,1,11576325621,2016-05-07
1503960366,2016-05-07 02:54:00,1,11576325621,2016-05-07
1503960366,2016-05-07 02:55:00,1,11576325621,2016-05-07
1503960366,2016-05-07 02:56:00,1,11576325621,2016-05-07
1503960366,2016-05-07 02:57:00,1,11576325621,2016-05-07
1503960366,2016-05-07 02:58:00,1,11576325621,2016-05-07
1503960366,2016-05-07 02:59:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:00:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:01:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:02:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:03:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:04:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:05:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:06:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:07:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:08:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:09:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:10:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:11:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:12:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:13:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:14:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:15:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:16:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:17:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:18:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:19:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:20:00,1,11576325621,2016-05-07
1503960366,2016-05-07 03:21:00,1,11576325621,2016-05-07
